C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_059.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_059.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_059.jpg,0,0.115284,0,0.04958181
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_126.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_126.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_126.jpg,0,0.2773755,0,0.2254237
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_203.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_203.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_203.jpg,0,0.5352999,0,0.5936309
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_279.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_279.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_279.jpg,0,0.7760948,0,1.242144
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_363.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_363.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_363.jpg,0,1,0,2.095763
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_443.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_443.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_443.jpg,0,1,0,3.021979
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_514.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_514.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_514.jpg,-0.15,1,0,3.956469
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_585.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_585.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_585.jpg,-0.2707587,1,0,4.649683
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_658.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_658.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_658.jpg,-0.00622103,1,0,5.576961
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_726.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_726.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_726.jpg,0,1,0,6.26775
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_797.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_797.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_797.jpg,0,1,0,7.18358
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_870.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_870.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_870.jpg,0,1,0,7.865837
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_17_59_943.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_17_59_943.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_17_59_943.jpg,0,1,0,8.76932
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_014.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_014.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_014.jpg,-0.2,1,0,9.655053
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_086.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_086.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_086.jpg,-0.35,1,0,10.29602
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_159.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_159.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_159.jpg,-0.4021078,1,0,11.13467
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_230.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_230.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_230.jpg,-0.1859754,1,0,12.13492
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_304.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_304.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_304.jpg,0,1,0,12.57518
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_380.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_380.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_380.jpg,0,1,0,13.52174
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_465.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_465.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_465.jpg,-0.05,1,0,14.38995
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_534.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_534.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_534.jpg,-0.25,1,0,15.24945
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_618.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_618.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_618.jpg,-0.2879817,1,0,16.06788
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_688.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_688.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_688.jpg,-0.07562652,1,0,16.9276
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_757.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_757.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_757.jpg,0,1,0,17.38953
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_826.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_826.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_826.jpg,-0.05,1,0,18.17387
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_904.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_904.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_904.jpg,-0.25,1,0,18.97097
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_00_979.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_00_979.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_00_979.jpg,-0.248207,1,0,19.7366
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_065.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_065.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_065.jpg,0,1,0,20.53293
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_135.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_135.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_135.jpg,-0.1,1,0,21.3191
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_211.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_211.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_211.jpg,-0.3,1,0,22.07503
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_279.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_279.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_279.jpg,-0.3357565,1,0,22.58783
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_347.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_347.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_347.jpg,-0.09972134,1,0,23.20067
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_415.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_415.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_415.jpg,-0.1,1,0,23.97151
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_498.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_498.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_498.jpg,-0.3,1,0,24.72161
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_568.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_568.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_568.jpg,-0.3358395,1,0,25.42969
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_640.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_640.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_640.jpg,-0.1500122,1,0,26.00413
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_715.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_715.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_715.jpg,-0.1320972,1,0,26.76125
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_782.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_782.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_782.jpg,-0.2820972,1,0,27.31314
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_868.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_868.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_868.jpg,-0.3780213,1,0,28.16481
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_01_945.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_01_945.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_01_945.jpg,-0.1797129,1,0,28.72207
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_017.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_017.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_017.jpg,0,1,0,29.45296
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_087.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_087.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_087.jpg,0,1,0,29.99694
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_158.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_158.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_158.jpg,0,1,0,30.19025
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_230.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_230.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_230.jpg,0,1,0,30.1903
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_304.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_304.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_304.jpg,0,1,0,30.19047
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_378.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_378.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_378.jpg,-0.1,1,0,30.18802
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_449.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_449.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_449.jpg,-0.3,1,0,30.16969
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_517.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_517.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_517.jpg,-0.2161786,1,0,30.18468
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_588.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_588.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_588.jpg,-0.001679402,1,0,30.18886
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_662.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_662.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_662.jpg,0,1,0,30.18968
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_735.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_735.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_735.jpg,0,1,0,30.1902
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_801.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_801.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_801.jpg,0,1,0,30.1905
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_878.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_878.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_878.jpg,0,1,0,30.19031
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_02_949.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_02_949.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_02_949.jpg,-0.2,1,0,30.1804
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_021.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_021.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_021.jpg,-0.35,1,0,30.16449
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_089.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_089.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_089.jpg,-0.5500001,1,0,30.13952
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_162.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_162.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_162.jpg,-0.3869552,1,0,30.18113
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_255.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_255.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_255.jpg,-0.1102671,1,0,30.19045
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_333.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_333.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_333.jpg,0,1,0,30.18792
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_410.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_410.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_410.jpg,0,1,0,30.18999
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_482.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_482.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_482.jpg,0,1,0,30.1902
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_565.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_565.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_565.jpg,0,1,0,30.19026
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_656.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_656.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_656.jpg,0,1,0,30.19035
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_751.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_751.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_751.jpg,0,1,0,30.19033
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_832.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_832.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_832.jpg,0,1,0,30.19037
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_899.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_899.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_899.jpg,0,1,0,30.1903
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_03_974.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_03_974.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_03_974.jpg,0,1,0,30.1903
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_048.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_048.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_048.jpg,0,1,0,30.1903
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_144.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_144.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_144.jpg,-0.2,1,0,30.17978
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_220.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_220.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_220.jpg,-0.05456109,1,0,30.19048
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_294.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_294.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_294.jpg,0,1,0,30.18991
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_372.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_372.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_372.jpg,0,1,0,30.19018
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_443.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_443.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_443.jpg,0,1,0,30.19034
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_514.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_514.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_514.jpg,0,1,0,30.19033
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_583.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_583.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_583.jpg,0,1,0,30.19031
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_658.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_658.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_658.jpg,-0.05,1,0,30.1899
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_730.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_730.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_730.jpg,-0.25,1,0,30.17494
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_803.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_803.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_803.jpg,-0.2187398,1,0,30.18315
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_877.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_877.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_877.jpg,0,1,0,30.18842
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_04_950.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_04_950.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_04_950.jpg,0,1,0,30.18992
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_05_019.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_05_019.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_05_019.jpg,0,1,0,30.19017
C:\Users\aksha\Desktop\Car-ND\IMG\center_2017_04_28_16_18_05_096.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\left_2017_04_28_16_18_05_096.jpg,C:\Users\aksha\Desktop\Car-ND\IMG\right_2017_04_28_16_18_05_096.jpg,0,1,0,30.19029
